id;titulo;genero;ano;duracao(min)
4540;Benny Goodman Story, The;Drama|Musical;1992;122
4541;Apache Country;Action|Western;1966;52
4542;Destruction Force;Crime;2002;181
4543;To Catch a Thief;Crime|Mystery|Romance|Thriller;1955;204
4544;Polisse;Crime|Drama;1994;166
4545;Madagascar;Adventure|Animation|Children|Comedy;1904;147
4546;Return of the King, The;Adventure|Animation|Fantasy|Musical;1968;135
4547;Deadly Blessing;Horror;1993;148
4548;Harry Potter and the Goblet of Fire;Adventure|Fantasy|Thriller|IMAX;1953;48
4549;Happiness Is a Warm Blanket, Charlie Brown;Animation|Comedy;1960;85
4550;Brady Bunch Movie, The;Comedy;1974;192
4551;Citadel;Drama|Horror|Thriller;1903;195
4552;Mansion of Madness, The;Horror;1968;114
4553;Sicilian Clan, The (Clan des Siciliens, Le);Crime|Drama;1914;48
4554;Man Trouble;Comedy|Romance;2013;93
4555;The Evictors;Crime|Drama|Horror|Mystery|Thriller;1950;98
4556;League of Gentlemen, The;Adventure|Comedy|Crime|Drama;1920;197
4557;Gendarme Gets Married, The (Le gendarme se marie);Comedy;1969;46
4558;Lady Chatterley;Drama|Romance;1931;51
4559;Stanley Kubrick's Boxes;Documentary;1947;71
4560;Switch, The;Comedy|Romance;1945;80
4561;Porky's Revenge;Comedy;1979;158
4562;Crimewave;Comedy|Crime;1928;47
4563;Fifth Commandment, The;Action|Comedy|Crime|Drama|Thriller;1918;82
4564;Tales from the Crypt;Horror;1942;87
4565;Mommie Dearest;Drama;1983;155
4566;Klown: The Movie (Klovn);Comedy;1995;73
4567;Back Stage;Documentary;1936;111
4568;Emmanuelle;Drama|Romance;2008;113
4569;National Treasure;Action|Adventure|Drama|Mystery|Thriller;1984;60
4570;Woman Is a Woman, A (femme est une femme, Une);Comedy|Drama|Musical|Romance;1944;166
4571;Princess (Prinsessa);Drama;2013;201
4572;Jack the Bear;Comedy|Drama;1927;133
4573;Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse);Crime|Horror|Mystery|Thriller;1916;66
4574;Justin Bieber's Believe;Documentary;1984;164
4575;Unaccompanied Minors;Children|Comedy;2011;54
4576;Proposal, The;Comedy|Romance;1940;182
4577;Gia;Drama|Romance;1901;134
4578;Drive Thru;Comedy|Horror;1944;188
4579;My Cousin Vinny;Comedy;2017;187
4580;Hitcher, The;Action|Horror|Thriller;2007;151
4581;Day the Fish Came Out, The;Comedy|Sci-Fi;1951;187
4582;The Encounter;Children|Drama;1993;182
4583;Unforgotten: Twenty-Five Years After Willowbrook;Documentary;1911;111
4584;Hornets' Nest;Action|Drama|War;2003;110
4585;Red Tails;Action|Adventure|Drama|War;1965;200
4586;Young Detective Dee: Rise of the Sea Dragon (Di Renjie: Shen du long wang);Action|Adventure|Drama|Fantasy|Mystery|IMAX;1920;148
4587;Two Lovers;Drama|Romance;1994;183
4588;Walk to Remember, A;Drama|Romance;1993;124
4589;Song of Bernadette, The;Drama;1989;175
4590;Edges of the Lord;Drama|War;1920;95
4591;Closing the Ring;Drama|Romance;1956;169
4592;House Party;Comedy;1919;79
4593;Gunman's Walk ;Western;1997;52
4594;Feuerzangenbowle, Die;Comedy;1914;169
4595;Black Hole, The;Children|Sci-Fi;1992;52
4596;Shaft's Big Score!;Action|Crime;1958;180
4597;Rains Came, The;Adventure|Drama|Romance;1957;123
4598;Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit);Drama|Romance;1987;154
4599;Gallipoli;Drama|War;2012;195
4600;English Teacher, The;Comedy|Drama;1913;179
4601;Remember the Night;Comedy|Drama|Romance;2000;168
4602;Goldfish Memory;Comedy|Drama;1949;121
4603;Kuroneko (Black Cat from the Grove, The) (Yabu no naka no kuroneko);Drama|Fantasy|Horror|Romance;1959;144
4604;Headless Body in Topless Bar;Comedy|Drama|Thriller;2008;108
4605;War Room, The;Documentary;1984;207
4606;Scott of the Antarctic;Action|Adventure|Drama;1915;203
4607;Jönssonligan & den svarta diamanten;Comedy;1960;116
4608;Scent of a Woman (Profumo di donna);Comedy|Drama;1949;62
4609;Skulls, The;Thriller;1958;57
4610;Sweet Charity;Comedy|Drama|Musical|Romance;1912;97
4611;Superweib, Das;Comedy;1970;148
4612;Vinyl;Documentary;1930;148
4613;Tender Mercies;Drama|Romance|Western;1991;143
4614;Trilogy of Terror II;Horror;1991;192
4615;Head;Comedy|Fantasy|Musical;1996;79
4616;Thale;Action|Drama|Horror|Mystery;1987;129
4617;Our Children (À perdre la raison);Drama;1929;127
4618;Europa Europa (Hitlerjunge Salomon);Drama|War;1919;98
4619;Sunes sommar;Comedy;1956;51
4620;Adventures of the Wilderness Family, The;Adventure|Children|Drama;1968;53
4621;Rude Awakening;Comedy;1943;116
4622;Catfish in Black Bean Sauce;Comedy|Drama;1907;185
4623;Shape of Things, The;Drama;1958;201
4624;Strapped;Drama;1984;194
4625;All Things Fair (Lust och fägring stor);Drama|Romance|War;2007;69
4626;Borrower, The;Comedy|Horror|Sci-Fi;2008;104
4627;Tour De Force (Hin und weg);Drama;2016;145
4628;Bringing Down the House;Comedy;1986;153
4629;Godzilla: Tokyo S.O.S. (Gojira tai Mosura tai Mekagojira: Tôkyô S.O.S.);Action|Fantasy|Sci-Fi;1917;130
4630;Pontiac Moon;Drama;1975;173
4631;Lawnmower Man 2: Beyond Cyberspace;Action|Sci-Fi|Thriller;1902;89
4632;Munich;Action|Crime|Drama|Thriller;1974;183
4633;Beach Blanket Bingo;Comedy|Musical;1986;158
4634;Bad Boys;Crime|Drama|Thriller;1922;208
4635;Perfect;Drama|Romance;1970;102
4636;Cousin cousine;Comedy|Romance;1928;198
4637;A Justified Life: Sam Peckinpah and the High Country;Documentary;1966;188
4638;Carpenter, The;Horror|Thriller;1911;68
4639;Striptease;Comedy|Crime;1911;155
4640;Angel;Comedy|Drama|Romance;1960;72
4641;Lost and Delirious;Drama;1919;176
4642;Special Bulletin;Drama;2018;49
4643;Erik the Viking;Adventure|Comedy|Fantasy;2017;143
4644;Midsummer Night's Dream, A;Comedy|Fantasy|Romance;2002;131
4645;Silent Rage;Action|Sci-Fi;1908;92
4646;My Neighbors the Yamadas (Hôhokekyo tonari no Yamada-kun);Animation|Comedy;1934;119
4647;Cargo;Drama|Thriller;1970;176
4648;Atlantis: Milo's Return ;Action|Adventure|Animation|Children|Comedy|Fantasy;1992;135
4649;CBGB;Drama;1950;170
4650;Suck;Comedy|Horror|Musical;1962;84
4651;Easy Wheels;Action|Comedy;1937;74
4652;Sunlight Jr.;Drama;1976;170
4653;Great Freedom No. 7 (Port of Freedom) (Große Freiheit Nr. 7);Drama|Musical|Romance;2005;174
4654;Lies and Illusions;Action|Comedy|Thriller;1952;174
4655;Non-Stop;Action|Mystery|Thriller;1993;201
4656;Creature Comforts;Animation|Comedy;1954;163
4657;The Squeeze;Action|Comedy|Crime|Romance|Thriller;2005;108
4658;Funny Lady;Comedy|Musical;1931;72
4659;Asfalttilampaat;Drama;2011;207
4660;The Great Spy Chase;Action|Comedy|Thriller;1947;56
4661;Boogie Nights;Drama;2012;47
4662;Monkey's Teeth (Dents du singe, Les);Animation;1954;62
4663;Doing Time on Maple Drive;Drama;1913;206
4664;Breakfast Club, The;Comedy|Drama;1973;110
4665;A Pigeon Sat on a Branch Reflecting on Existence;Comedy|Drama;1980;137
4666;Fort Apache, the Bronx;Action|Drama;1931;155
4667;Retroactive;Sci-Fi|Thriller;1911;158
4668;Groundhog Day;Comedy|Fantasy|Romance;1925;50
4669;That Cold Day in the Park;Drama;1929;166
4670;Pepi, Luci, Bom (Pepi, Luci, Bom y Otras Chicas del Montón);Comedy;1985;57
4671;If You Could See What I Hear;Comedy|Drama|Romance;1963;117
4672;H6: Diario de un asesino;Horror|Thriller;1957;133
4673;Quatre garçons pleins d'avenir;Comedy;1900;163
4674;Games of Love and Chance (L'esquive);Drama|Romance;1990;154
4675;Tex;Drama;1962;140
4676;Abraham;Adventure|Drama;1996;109
4677;Momo;Animation|Children|Fantasy;1982;56
4678;Vengo;Drama|Musical;2018;126
4679;God of Cookery (Sik san);Comedy;1980;62
4680;Pure;Drama;1974;185
4681;How I Won the War;Comedy|War;1943;110
4682;Death of the Incredible Hulk, The;Action;1924;186
4683;Welcome to Macintosh;Documentary;1913;191
4684;Tale of the Mummy;Adventure|Fantasy|Horror;1990;87
4685;FDR: American Badass!;Action|Comedy;1903;135
4686;Third Man, The;Film-Noir|Mystery|Thriller;1957;183
4687;Blink;Thriller;1960;113
4688;Momma's Man;Drama;1938;70
4689;It's a Bird;(no genres listed);1916;110
4690;Private;Drama|War;1919;113
4691;Point of Order;Documentary;2011;139
4692;Trog;Horror|Sci-Fi;1935;75
4693;Beyond the Time Barrier;Sci-Fi;1965;174
4694;Godzilla vs. Destroyah (Gojira vs. Desutoroiâ) ;Action|Sci-Fi;1948;144
4695;Before the Rain (Pred dozhdot);Drama|War;1938;143
4696;Accomplices (Complices);Crime|Mystery;1933;169
4697;Pitfall (Otoshiana);Crime|Drama|Fantasy;1936;119
4698;Haunted Strangler, The (Grip of the Strangler);Crime|Horror|Mystery;2005;108
4699;Silver Bullet (Stephen King's Silver Bullet);Adventure|Drama|Horror|Mystery|Thriller;1917;69
4700;Horrible Bosses 2;Comedy|Crime;1926;141
4701;Scarecrow;Drama;1994;193
4702;Attack on the Iron Coast;Action|Drama|War;2017;166
4703;Parade;Children|Comedy;1923;108
4704;Sue;Drama;1961;188
4705;My Avatar and Me (Min Avatar og mig);Documentary;1981;113
4706;Spanish Apartment, The (L'auberge espagnole);Comedy|Drama|Romance;1946;180
4707;Evilenko;Crime|Horror|Thriller;1947;128
4708;Futurama: The Beast with a Billion Backs;Action|Animation|Comedy|Romance|Sci-Fi;1970;57
4709;Rich and Famous (Gong woo ching);Action|Crime|Drama;2010;166
4710;Counsellor at Law;Drama;1922;120
4711;Abouna;Drama;1938;95
4712;Jim Breuer: And Laughter for All;Comedy;1994;144
4713;Lonely Place to Die, A;Adventure|Crime|Thriller;2010;56
4714;3 Ninjas: High Noon On Mega Mountain;Action|Children|Comedy;1996;96
4715;Cage aux Folles II, La;Comedy;1965;146
4716;Death Note;Adventure|Crime|Drama|Horror|Mystery;1969;80
4717;Up in the Air;Drama|Romance;1944;128
4718;Nick Fury: Agent of S.H.I.E.L.D.;Action|Sci-Fi;1954;172
4719;Easy Money (Snabba Cash);Action|Thriller;2010;176
4720;French Minister, The (Quai d'Orsay);Comedy;2015;103
4721;Reform School Girls;Action|Drama;1941;149
4722;Body and Soul;Drama|Film-Noir;1938;89
4723;Keeping the Faith;Comedy|Drama|Romance;1930;163
4724;Kabul Express;Action|Comedy|Drama|Thriller;1920;177
4725;Rosewood;Action|Drama;1902;55
4726;Abbott and Costello Meet Frankenstein;Comedy|Horror;1948;89
4727;Wilson;Drama;1963;70
4728;Get Over It;Drama;1927;57
4729;Queen Kelly;Drama;1957;109
4730;Black and White in Color (Noirs et blancs en couleur);Drama|War;1979;196
4731;Exercice de l'État, L';Drama;1934;142
4732;Merrill's Marauders;Adventure|Drama|War;2013;89
4733;Bettie Page Reveals All;Documentary;1943;117
4734;Execution of P, The (Kinatay);Crime|Thriller;1939;93
4735;Saratov Approach, The;Action|Drama;1910;58
4736;Angus, Thongs and Perfect Snogging;Comedy|Romance;1963;104
4737;The Photographer;Drama;1987;191
4738;Superstar;Comedy;1963;164
4739;Dracula Untold;Action|Drama|Fantasy;1944;114
4740;Thampu;Drama;2004;117
4741;You're Next;Horror|Thriller;1957;209
4742;Killer Elite;Action|Thriller;1909;188
4743;Saving Silverman (Evil Woman);Comedy|Romance;2007;194
4744;Another You;Comedy;2004;84
4745;Act in Question, The (Acto en cuestión, El);Drama;1971;62
4746;Fifty/Fifty;Action|Comedy|Thriller;1919;62
4747;Tokyo Gore Police (Tôkyô zankoku keisatsu);Action|Horror;2007;84
4748;Chattahoochee;Drama;1946;209
4749;Bamako;Drama;1943;174
4750;Prince & Me II: The Royal Wedding, The;Comedy|Romance;1925;80
4751;Elvis on Tour;Documentary|Musical;2006;110
4752;How Tasty Was My Little Frenchman (Como Era Gostoso o Meu Francês);Comedy|Drama;1913;129
4753;Between the Devil and the Deep Blue Sea;Drama;1973;162
4754;Hugo Pool;Romance;1975;149
4755;Tao of Steve, The;Comedy;2014;203
4756;Nothing;Comedy|Fantasy|Mystery|Sci-Fi;1991;57
4757;Time Freak;Comedy|Sci-Fi;1989;136
4758;Terror on a Train (Time Bomb);Thriller;1911;95
4759;Lucky;Documentary;1924;205
4760;Loners (Samotári);Drama;1998;145
4761;Scenes From a Marriage (Scener ur ett äktenskap);Drama;1920;109
4762;Bubba Ho-tep;Comedy|Horror;1911;180
4763;All of Me;Documentary;2015;138
4764;Last Resort;Drama|Romance;1922;126
4765;Grown Ups;Comedy;1900;130
4766;Bon Cop, Bad Cop;Action|Comedy|Crime|Thriller;2003;161
4767;Kid, The;Comedy|Drama;1962;192
4768;Abyss, The;Action|Adventure|Sci-Fi|Thriller;1971;109
4769;I Capture the Castle;Drama|Romance;1970;187
4770;Waterland;Drama;1916;81
4771;Dyatlov Pass Incident, The (Devil's Pass);Mystery|Thriller;1949;69
4772;Calendar Girls;Comedy;1913;113
4773;Nice Guys Sleep Alone;Comedy|Romance;1948;46
4774;Vegucated;Comedy|Documentary;1968;153
4775;Dispatch from Reuter's, A;Drama;1954;138
4776;Father, The (Pedar);Drama;1955;107
4777;The Wind in the Willows;Adventure|Animation|Children|Comedy;1900;143
4778;Tom and Jerry: A Nutcracker Tale;Animation|Comedy;1945;75
4779;Class Action;Drama;1962;56
4780;Lenny Bruce: Swear to Tell the Truth;Documentary;1925;63
4781;Against One Another, Virtually Friends;Comedy;1940;106
4782;Little Night Music, A;Comedy|Musical|Romance;2016;122
4783;Mark of the Vampire;Horror|Mystery;2003;180
4784;Remember the Day;Drama|Romance|War;1970;154
4785;This So-Called Disaster;Documentary;1996;110
4786;Fatal Hour, The;Crime|Mystery|Thriller;2005;162
4787;Art of the Steal, The;Crime;1937;209
4788;Cat Run 2;Action;1933;206
4789;Spaceballs;Comedy|Sci-Fi;1924;141
4790;Children of Glory (Szabadság, szerelem);Drama|Romance|War;1974;205
4791;Four Musketeers, The;Action|Adventure|Comedy|Romance;1900;190
4792;B.U.S.T.E.D (Everybody Loves Sunshine) (Busted);Crime|Drama;1971;173
4793;Sound City;Documentary;1915;144
4794;The Lost Continent;Adventure|Fantasy;1956;108
4795;Eighth Day, The (Huitième jour, Le);Drama;1997;79
4796;Charlie Chan at Monte Carlo;Comedy|Crime|Mystery|Thriller;1942;83
4797;Moon;Drama|Mystery|Sci-Fi|Thriller;1941;61
4798;Trench Road (Juoksuhaudantie);Comedy|Drama;1967;79
4799;Pollock;Drama;1923;140
4800;Attack, The;Drama;1948;145
4801;If....;Drama;1910;88
4802;Flaw, The;Documentary;1930;79
4803;Hukkle;Crime|Drama|Mystery;2004;144
4804;High Heels (Tacones lejanos);Comedy|Drama;1918;139
4805;There Be Dragons;Drama|War;2000;158
4806;Foreign Affair, A;Comedy|Romance;2003;97
4807;Agnosia;Drama|Thriller;1976;58
4808;India's Daughter;Documentary;1978;112
4809;Getaway, The;Action|Crime|Drama|Thriller;2009;160
4810;Down in the Delta;Drama;1902;111
4811;Red Dwarf, The (Nain rouge, Le);Comedy|Drama;1922;91
4812;Troll Hunter, The (Trolljegeren);Fantasy|Horror;1937;206
4813;Stay Alive;Horror|Sci-Fi|Thriller;2007;86
4814;Transcendence;Drama|Sci-Fi|IMAX;2002;66
4815;Planet of the Apes;Action|Adventure|Drama|Sci-Fi;1972;138
4816;Summer Wars (Samâ wôzu);Adventure|Animation|Comedy|Sci-Fi;2007;170
4817;Thesis (Tesis);Drama|Horror|Thriller;1904;111
4818;Saratoga Trunk;Drama|Romance;2015;177
4819;Almost Famous;Drama;1979;132
4820;Italianamerican;Documentary;1978;85
4821;Thousands Cheer;Comedy|Drama|Musical;1963;82
4822;36 fillette;Drama|Romance;2004;167
4823;Gold Diggers of 1937;Comedy|Musical|Romance;2016;46
4824;Pellet (Bola, El);Drama;1943;114
4825;Requiem;Drama|Thriller;1911;177
4826;Thing: Terror Takes Shape, The;Documentary;1986;179
4827;Ilsa, She Wolf of the SS;Horror;1919;158
4828;Story of O, The (Histoire d'O);Drama|Romance;1926;51
4829;Pyromaniac's Love Story, A;Comedy|Romance;2017;202
4830;Allegheny Uprising;Action|Adventure|Western;1970;85
4831;Great World of Sound;Comedy;1994;196
4832;Mysterians, The (Chikyu Boeigun);Sci-Fi;1994;172
4833;Blackmail;Drama|Thriller;1940;111
4834;Lucifer Rising;Fantasy;1962;86
4835;Abraham Lincoln: Vampire Hunter;Action|Fantasy|Horror|Thriller;1985;209
4836;Freaky Deaky;Comedy|Crime;2000;135
4837;Pit and the Pendulum, The;Horror;1939;154
4838;Come See the Paradise;Drama|Romance;1949;89
4839;02:22;Crime|Drama|Thriller;1973;60
4840;Chocchan's Story (Chocchan monogatari);Animation|Drama|War;1965;152
4841;Urban Menace;Action|Horror;2010;186
4842;Crystal Ball, The;Comedy;1943;145
4843;BookWars;Comedy|Crime|Documentary;1925;109
4844;Babes in Arms;Comedy|Musical;1949;47
4845;Secret Agent, The;Drama;1940;139
4846;1000 Eyes of Dr. Mabuse, The (Die 1000 Augen des Dr. Mabuse);Crime|Horror|Mystery|Thriller;1950;188
4847;Sign of the Cross, The;Drama;1980;161
4848;Bikini Summer III - South Beach Heat;Comedy;1985;82
4849;Highlander: The Search for Vengeance;Action|Adventure|Fantasy;1927;191
4850;Starlet;Drama;1973;209
4851;Silk;Adventure|Drama|Romance;1900;138
4852;Igby Goes Down;Comedy|Drama;2013;168
4853;Friends of God: A Road Trip with Alexandra Pelosi;Documentary;2010;66
4854;Ideal Husband, An;Comedy|Romance;1922;145
4855;Passing Fancy (Dekigokoro);Drama;1982;111
4856;Foreign Land (Terra Estrangeira);Action|Crime|Drama|Romance|Thriller;1961;159
4857;Shadrach;Drama;2005;210
4858;Shy People;Drama;1984;168
4859;Animal Kingdom;Crime|Drama;1913;185
4860;Prizzi's Honor;Comedy|Drama|Romance;1939;177
4861;Lili's Apron;Comedy;2004;197
4862;Papa's Delicate Condition;Comedy;2003;160
4863;Loving Story, The;Documentary;1950;61
4864;Two Weeks in September;Drama|Romance;1963;61
4865;Sparkle;Drama|Musical;1923;142
4866;Dead in Tombstone;Action|Fantasy|Horror;2000;140
4867;Magnum Force;Action|Crime|Drama|Thriller;1961;58
4868;Good Burger;Children|Comedy;2011;159
4869;My Way to Olympia (Mein Weg nach Olympia);Documentary;1994;54
4870;Passed Away;Comedy;2003;174
4871;Hell Comes to Frogtown;Action|Comedy|Sci-Fi;2014;173
4872;Wrong Side Up (Pribehy obycejneho silenstvi);Comedy|Drama;1933;165
4873;Man Who Sleeps, The (Un homme qui dort);Drama;1916;102
4874;Last Godfather, The;Comedy;1934;52
4875;Last Blitzkrieg, The;Drama|War;1937;92
4876;Independencia;Drama;1949;194
4877;Hearts in Atlantis;Drama;1993;95
4878;Marc Maron: Thinky Pain;Comedy;1973;56
4879;Magic in the Moonlight;Comedy|Drama|Romance;1970;157
4880;Pilgrimage;Drama;1953;145
4881;Bullet to the Head;Action|Crime|Film-Noir;1936;173
4882;Home Sweet Hell;Comedy|Drama;1913;174
4883;Nightwing;Horror;1938;172
4884;Dead End;Crime|Drama;1910;116
4885;Journey to the Center of the Earth;Action|Adventure|Sci-Fi;1999;188
4886;Missing Picture, The (L'image manquante);Documentary;2006;130
4887;Zift;Crime|Drama|Mystery;1965;124
4888;Master of the Universe;Documentary;2005;176
4889;Assassin Next Door, The (Kirot);Action|Film-Noir|Thriller;1915;79
4890;Return of Swamp Thing, The;Comedy|Horror|Sci-Fi;1911;146
4891;Climates (Iklimler);Drama;1919;156
4892;Wings of Desire (Himmel über Berlin, Der);Drama|Fantasy|Romance;2003;94
4893;Swept Away;Comedy|Romance;1957;135
4894;Cop in Drag;Comedy|Crime|Drama;1939;179
4895;My Beautiful Laundrette;Drama|Romance;1952;46
4896;Provocateur (Prowokator);Drama;2006;179
4897;Phyllis and Harold;Documentary;1992;183
4898;Holiday for Drumsticks;(no genres listed);1901;141
4899;Lola Versus;Comedy|Romance;1918;82
4900;Junk Mail (Budbringeren);Comedy|Thriller;1937;167
4901;Attila;Action|Horror|Thriller;1985;139
4902;Piccadilly;Crime|Drama;1938;78
4903;Talladega Nights: The Ballad of Ricky Bobby;Action|Comedy;2011;165
4904;Liberty Stands Still;Action|Drama|Thriller;1957;130
4905;Porky's;Comedy;1908;105
4906;Martin;Drama|Horror;1923;71
4907;Stella Street;Comedy;1986;149
4908;Revenge of Frankenstein, The;Drama|Horror|Sci-Fi;1912;188
4909;Soft Shell Man (Un crabe dans la tête);Drama|Romance;1980;118
4910;Whole Ten Yards, The;Action|Comedy|Crime;1991;67
4911;Male Domination;Documentary;1928;140
4912;Albino Alligator;Crime|Thriller;1911;179
4913;Brown Bunny, The;Drama;1917;91
4914;Yanco ;Drama;1991;87
4915;There's a Girl in My Soup;Comedy;1924;90
4916;Gigante;Comedy|Drama;1953;161
